searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
Доска	24	False	Доска	0	0
59560	4	False	59560	1	1
Avon real	2	False	Avon real	0	0
193850	6	False	193850	1	1
11603	86	False	11603	0	0
Набивным	7	False	Набивным	20	20
Тени для бровей	52	False	Тени для бровей	0	0
193744	8	False	193744	1	1
набор женских однор	3	False	набор женских однор	0	0
4647	113	False	4647	0	0
11417	158	False	11417	0	0
840047	3	False	840047	0	0
карандаш для бровей	238	False	карандаш для бровей	2	2
круж	3	False	круж	20	20
479800	4	False	479800	0	0
442123	3	False	442123	1	1
1212	3	False	1212	0	0
500031	9	False	500031	0	0
8971 8972	1	False	8971 8972	0	0
8919	25	False	8919	0	0
520619	3	False	520619	0	0
3104	2	False	3104	1	1
88046	17	False	88046	0	0
194889	15	False	194889	1	1
аппликатор	35	False	аппликатор	1	1
1836+ 2190	1	False	1836+ 2190	0	0
Polski	11	False	Polski	0	0
пкм	30	False	пкм	11	11
40004	255	False	40004	1	1
брюки из бархата	48	False	брюки из бархата	2	2
192398	10	False	192398	1	1
83610	10	False	83610	1	1
hw065	41	False	hw065	0	0
2323	3	False	2323	3	3
379	2	False	379	11	11
запеченные	6	False	запеченные	0	0
117g3501	46	False	117g3501	3	3
Сс крем	6	False	Сс крем	14	14
60284	7	False	60284	1	1
скраб для тела	142	False	скраб для тела	7	7
Активатор	16	False	Активатор	3	3
мусс	72	False	мусс	8	8
8460	423	False	8460	1	1
191323	4	False	191323	1	1
футболка рогов	3	False	футболка рогов	0	0
5437	140	False	5437	1	1
40290	252	False	40290	1	1
194693	12	False	194693	1	1
8567	435	False	8567	0	0
500819	30	False	500819	0	0
158W2321	11	False	158W2321	1	1
191860	35	False	191860	1	1
83777	5	False	83777	0	0
ночное обертывание	15	False	ночное обертывание	0	0
3024	42	False	3024	1	1
spf	51	False	spf	11	11
3605	181	False	3605	0	0
Договор	3	False	Договор	0	0
Sw083	10	False	Sw083	0	0
покрывало	6	False	покрывало	0	0
192778	34	False	192778	1	1
11300	183	False	11300	0	0
6129	75	False	6129	0	0
ремень	138	False	ремень	17	17
Ведро	79	False	Ведро	0	0
147W3501	27	False	147W3501	1	1
44127	102	False	44127	1	1
feerigue sensueue	2	False	feerigue sensueue	0	0
Komilova Muslima	1	False	Komilova Muslima	0	0
40161	28	False	40161	0	0
7181	35	False	7181	0	0
fantaiaisie	2	False	fantaiaisie	0	0
безупречная форма	7	False	безупречная форма	0	0
44050	321	False	44050	1	1
240714	7	False	240714	1	1
190665	5	False	190665	1	1
Dd cream	2	False	Dd cream	1	1
3479	233	False	3479	0	0
194702	22	False	194702	1	1
4100	19	False	4100	0	0
1148	12	False	1148	0	0
0538	159	False	0538	0	0
BYNBVYJQ UBUBTYS	2	True	интимной гигиены	0	4
193441	6	False	193441	1	1
линейка 60	1	False	линейка 60	0	0
Праймер	69	False	Праймер	0	0
Акции	117	False	Акции	0	0
34107	168	False	34107	0	0
фаберлик	7	False	фаберлик	7	7
11130	36	False	11130	0	0
195015	9	False	195015	1	1
88502	13	False	88502	0	0
Полоска	16	False	Полоска	6	6
Floranj	6	False	Floranj	0	0
щеточка для пят	2	False	щеточка для пят	0	0
маски для лица	121	False	маски для лица	0	0
ND231	13	False	ND231	1	1
15627	315	False	15627	0	0
15330	22	False	15330	1	1
117w2302	112	False	117w2302	10	10
195279	9	False	195279	1	1
11622	49	False	11622	0	0
0314	220	False	0314	1	1
лето	5	False	лето	20	20
7395	105	False	7395	0	0
83699	9	False	83699	1	1
192765	11	False	192765	0	0
88181	13	False	88181	0	0
42098	18	False	42098	1	1
500862	22	False	500862	1	1
5277	6	False	5277	0	0
Крем zima	4	False	Крем zima	0	0
40164	46	False	40164	0	0
кальци	2	True	кальций	2	1
Подвеска	38	False	Подвеска	4	4
83944	5	False	83944	0	0
86901	15	False	86901	1	1
192314	8	False	192314	1	1
192081	18	False	192081	1	1
Крем для тела	96	False	Крем для тела	0	0
157W2621	149	False	157W2621	3	3
Добавить в заказ	1	False	Добавить в заказ	0	0
pauline	7	False	pauline	3	3
выход	12	False	выход	0	0
HW107	21	False	HW107	0	0
средство чистящее д	4	False	средство чистящее д	0	0
6238	54	False	6238	1	1
Romance	11	False	Romance	9	9
81416	2	False	81416	1	1
9307	217	False	9307	1	1
пинцет	115	False	пинцет	1	1
90104	4	False	90104	0	0
Краска длЯ волос	2	False	Краска длЯ волос	6	6
Тушь 5509	1	False	Тушь 5509	0	0
Ладос	1	False	Ладос	2	2
основа	47	False	основа	3	3
дзинтерс	1	False	дзинтерс	0	0
7285	15	False	7285	0	0
Joelle	5	False	Joelle	3	3
8259	115	False	8259	1	1
435230	6	False	435230	0	0
193973	20	False	193973	1	1
193020	22	False	193020	1	1
повязка для волос п	5	False	повязка для волос п	0	0
7318	192	False	7318	0	0
44120	422	False	44120	1	1
88503	38	False	88503	1	1
192839	9	False	192839	1	1
127W3302	51	False	127W3302	1	1
Щетка для лица	25	False	Щетка для лица	0	0
nuits blanches	14	False	nuits blanches	1	1
128W3210	39	False	128W3210	3	3
55834	15	False	55834	1	1
Для умывания	93	False	Для умывания	6	6
пробник для ковров	1	False	пробник для ковров	0	0
82613	8	False	82613	1	1
demi	2	False	demi	4	4
ювелирн	1	True	ювелирный	0	0
7560	43	False	7560	1	1
45157	2	False	45157	0	0
Подуш	8	True	под	10	11
2398	135	False	2398	0	0
Noa	4	False	Noa	11	11
11701	90	False	11701	0	0
bb352	9	False	bb352	1	1
3001	34	False	3001	0	0
820137	9	False	820137	1	1
Синяки под глазами	4	False	Синяки под глазами	0	0
357107	2	False	357107	0	0
Трафарет для бровей	1	False	Трафарет для бровей	0	0
Артикул: 0724	1	False	Артикул: 0724	0	0
86374	2	False	86374	1	1
HC021	37	False	HC021	1	1
ежедневник	90	False	ежедневник	0	0
печенье	61	False	печенье	5	5
ароматизаторы для б	2	False	ароматизаторы для б	0	0
артапедические	1	True	ортопедические	0	0
41025	60	False	41025	0	0
192311	11	False	192311	1	1
192043	10	False	192043	1	1
192880	3	False	192880	1	1
6273	128	False	6273	0	0
tn007	4	False	tn007	1	1
2444	4	False	2444	0	0
3207	228	False	3207	1	1
34128	92	False	34128	0	0
Стартовая	23	False	Стартовая	0	0
820236	1	False	820236	0	0
157W2626	81	False	157W2626	3	3
Мыло Для кухни	9	False	Мыло Для кухни	8	8
для губ	101	False	для губ	11	11
иглица	6	False	иглица	4	4
11121	24	False	11121	0	0
17w3202	1	False	17w3202	3	3
пробник festa	1	False	пробник festa	0	0
ножик	10	False	ножик	0	0
84044	2	False	84044	1	1
82309	8	False	82309	1	1
pacific	59	False	pacific	1	1
386005	6	False	386005	1	1
90102	207	False	90102	0	0
Zimbabwe	2	False	Zimbabwe	0	0
калготки	12	True	колготки	0	18
Рената	158	False	Рената	2	2
810223	13	False	810223	0	0
13049	1	False	13049	0	0
Rhfcrf	2	True	краска	0	7
изменить заказ	1	False	изменить заказ	0	0
463674	33	False	463674	0	0
15435	1	False	15435	0	0
500822	15	False	500822	1	1
пункт выдачи	20	False	пункт выдачи	0	0
191549	5	False	191549	1	1
81491	3	False	81491	1	1
набор кистей	15	False	набор кистей	0	0
sd150	17	False	sd150	1	1
192739	15	False	192739	1	1
45015	14	False	45015	0	0
195078	3	False	195078	1	1
59547	12	False	59547	0	0
191986	30	False	191986	1	1
бонус	26	False	бонус	0	0
витаминная маска	41	False	витаминная маска	4	4
194305	1	False	194305	1	1
884120	14	False	884120	1	1
мицелл	8	False	мицелл	5	5
Мои заявки	3	False	Мои заявки	0	0
192435	12	False	192435	0	0
С аромакапсулвми	1	False	С аромакапсулвми	0	0
туфли примавера	6	False	туфли примавера	4	4
Gina	1	False	Gina	4	4
193632	7	False	193632	1	1
40092	110	False	40092	1	1
884000	6	False	884000	1	1
128B2201	6	False	128B2201	1	1
301742	6	False	301742	0	0
шаг	26	False	шаг	11	11
cghtq	4	True	спрей	0	18
195367	9	False	195367	1	1
40295	3	False	40295	0	0
слипоны для девочек	4	False	слипоны для девочек	4	4
137w2301	2	False	137w2301	2	2
156w	55	False	156w	19	19
9816	6	False	9816	0	0
6193	61	False	6193	0	0
renov	5	False	renov	8	8
ksenia	3	False	ksenia	2	2
Саше	39	False	Саше	8	8
Апельсин	5	False	Апельсин	7	7
точилка	60	False	точилка	1	1
4017340	1	False	4017340	0	0
9787	4	False	9787	0	0
Каталог листать	2	False	Каталог листать	0	0
9822	35	False	9822	0	0
600075	3	False	600075	0	0
брюки	329	False	брюки	19	19
86435	2	False	86435	0	0
195613	12	False	195613	1	1
для снятия макияжа	122	False	для снятия макияжа	8	8
8254	87	False	8254	1	1
Свитшот	8	False	Свитшот	5	5
колготы	44	False	колготы	0	0
136W2101	36	False	136W2101	1	1
Лениным	2	False	Лениным	0	0
40096	35	False	40096	1	1
Для снятия макияжа	78	False	Для снятия макияжа	8	8
Эрмитаж	64	False	Эрмитаж	10	10
191867	45	False	191867	1	1
Платье темно	1	False	Платье темно	0	0
кослородный бальзам	3	True	кислородный бальзам	0	1
мицелярна	3	True	мицеллярная	1	3
11132	116	False	11132	0	0
Тональный крема	2	False	Тональный крема	0	0
Брошь	62	False	Брошь	10	10
8545	225	False	8545	0	0
14115	5	False	14115	0	0
4578	28	False	4578	0	0
11087	33	False	11087	0	0
559	3	False	559	11	11
123w4103	3	False	123w4103	0	0
193837	7	False	193837	1	1
3182	75	False	3182	1	1
малавтелин	18	False	малавтелин	0	0
Серия лето	1	False	Серия лето	0	0
117b2902	36	False	117b2902	4	4
туфли olivia	2	False	туфли olivia	0	0
195803	17	False	195803	1	1
198206	1	False	198206	0	0
3441	119	False	3441	0	0
0741	293	False	0741	0	0
146W4102	60	False	146W4102	1	1
8729	216	False	8729	1	1
890690	3	False	890690	1	1
бронзат	4	False	бронзат	0	0
8780	107	False	8780	0	0
194756	44	False	194756	0	0
8116	74	False	8116	0	0
193748	12	False	193748	1	1
192065	46	False	192065	0	0
туф	6	False	туф	11	11
039w3110	14	False	039w3110	1	1
520642	4	False	520642	1	1
Нижнее	2	False	Нижнее	0	0
100191	17	False	100191	0	0
гоммаж	67	False	гоммаж	1	1
3039	88	False	3039	1	1
8835	81	False	8835	0	0
0723	298	False	0723	1	1
15333	54	False	15333	0	0
wss10	2	False	wss10	0	0
pandora	4	False	pandora	0	0
127G2401	44	False	127G2401	1	1
352017	5	False	352017	1	1
8251	301	False	8251	1	1
195291	13	False	195291	1	1
5597	25	False	5597	0	0
праймер	73	False	праймер	0	0
44002	141	False	44002	1	1
5235	193	False	5235	1	1
820192	3	False	820192	1	1
купальники гимнасти	2	False	купальники гимнасти	0	0
накопит	4	False	накопит	0	0
5422	21	False	5422	1	1
191766	13	False	191766	1	1
136W32	14	False	136W32	0	0
зимний букет	6	True	зимний bouquet	1	0
для белья	34	False	для белья	17	17
681017	2	False	681017	1	1
воздуха	5	False	воздуха	9	9
2052	11	False	2052	0	0
шампунь от перхоти	42	False	шампунь от перхоти	0	0
для корекции фигуры	1	True	для коррекции фигуры	0	0
airstream	3	False	airstream	0	0
5224	65	False	5224	1	1
84564	14	False	84564	1	1
Гель для стирки	43	False	Гель для стирки	3	3
137W2901	16	False	137W2901	2	2
7.4	16	False	7.4	11	11
884622	7	False	884622	0	0
Наклейки для тела	1	False	Наклейки для тела	0	0
4408	8	False	4408	1	1
Банк идей	1	False	Банк идей	0	0
жидкое мыло устра	1	True	жидкое мыло extra	0	0
Умывание	12	False	Умывание	0	0
кошелек	64	False	кошелек	0	0
бланки	4	False	бланки	0	0
1025	5	False	1025	0	0
0117	3	False	0117	0	0
Pont d'or	9	False	Pont d'or	3	3
USB	13	False	USB	11	11
Нроггг	6	False	Нроггг	0	0
2203	67	False	2203	1	1
Каталог 2/2019	4	False	Каталог 2/2019	0	0
117g2501	13	False	117g2501	7	7
157W3202	45	False	157W3202	1	1
195305	11	False	195305	0	0
Новости Бизнеса	4	False	Новости Бизнеса	0	0
60233	2	False	60233	1	1
Спожа	1	False	Спожа	0	0
о879	1	False	о879	0	0
променад	22	True	promenade	0	4
clelsius	2	False	clelsius	0	0
15625	42	False	15625	0	0
Гель для	12	False	Гель для	17	17
воздушные шары	1	False	воздушные шары	0	0
smoky	3	False	smoky	0	0
Не подошёл размер	1	False	Не подошёл размер	0	0
6275	4	False	6275	0	0
1117	6	False	1117	0	0
8955	129	False	8955	0	0
53952	11	False	53952	0	0
7338	2	False	7338	0	0
500221	38	False	500221	1	1
195643	10	False	195643	1	1
191883	14	False	191883	1	1
СТАРТОВАЯ ПРОГРАММА	5	False	СТАРТОВАЯ ПРОГРАММА	0	0
Средство для плит	6	False	Средство для плит	0	0
039w2605	21	False	039w2605	0	0
42032	36	False	42032	0	0
500189	8	False	500189	1	1
Сила	1	False	Сила	6	6
0553	254	False	0553	0	0
192394	11	False	192394	1	1
джок	8	False	джок	0	0
193102	16	False	193102	1	1
aromania	149	False	aromania	18	18
detox	17	False	detox	3	3
158W4103	4	False	158W4103	1	1
884063 - 884068	1	False	884063 - 884068	0	0
193612	6	False	193612	1	1
884723	23	False	884723	0	0
9546	67	False	9546	0	0
2216	241	False	2216	1	1
192345	13	False	192345	1	1
44110	294	False	44110	1	1
11,08	1	False	11,08	0	0
88722	28	False	88722	1	1
192050	52	False	192050	1	1
195368	13	False	195368	1	1
Номер 3 каталог	1	False	Номер 3 каталог	0	0
55840	3	False	55840	1	1
81536	5	False	81536	0	0
крем зима	55	False	крем зима	0	0
корректо	2	True	корректор	8	8
AQUA KISLOROD	2	False	AQUA KISLOROD	0	0
8495	221	False	8495	0	0
мерк	1	False	мерк	0	0
20006	1	False	20006	0	0
83263	10	False	83263	1	1
146W4109	30	False	146W4109	1	1
127w4101	11	False	127w4101	0	0
ENTLMAN	1	True	gentleman	0	3
2244	71	False	2244	0	0
Tonalni	1	False	Tonalni	0	0
для чистки духовок	6	False	для чистки духовок	1	1
St609	4	False	St609	1	1
148702	15	False	148702	0	0
191895	46	False	191895	1	1
Sc004	1	False	Sc004	0	0
2124	48	False	2124	1	1
820164	19	False	820164	0	0
88796	8	False	88796	1	1
1073	61	False	1073	0	0
82397	1	False	82397	1	1
0774	440	False	0774	1	1
7419	13	False	7419	1	1
Масло для волос	30	False	Масло для волос	0	0
ПОД МАКИЯЖ	7	False	ПОД МАКИЯЖ	9	9
117в3263	1	False	117в3263	0	0
44103	86	False	44103	0	0
Кислородное сияние	34	False	Кислородное сияние	6	6
901009	36	False	901009	1	1
Lancelot	199	False	Lancelot	11	11
2246	87	False	2246	0	0
5667	78	False	5667	0	0
FLEURETTE	26	False	FLEURETTE	1	1
Felice	29	False	Felice	11	11
191928-192936	2	False	191928-192936	0	0
195805	28	False	195805	1	1
8740	56	False	8740	0	0
1138	12	False	1138	0	0
Женские духи	1	False	Женские духи	0	0
Малавтилин крем	2	False	Малавтилин крем	0	0
акне	47	False	акне	3	3
Кеды	38	False	Кеды	13	13
501162	11	False	501162	1	1
коктейль	63	False	коктейль	7	7
40057	139	False	40057	1	1
146W2605	151	False	146W2605	0	0
7471	50	False	7471	1	1
: 82179	1	False	82179	0	0
3238	111	False	3238	1	1
kaori yuzu	8	False	kaori yuzu	1	1
163341033	1	False	163341033	0	0
2054	96	False	2054	0	0
3301	266	False	3301	17	17
4905	2	False	4905	0	0
11602	56	False	11602	0	0
Тапочки женские	9	False	Тапочки женские	2	2
tV 201	1	False	tV 201	11	11
18044	26	False	18044	1	1
158w2401	71	False	158w2401	1	1
антивозросная салфе	3	False	антивозросная салфе	0	0
термофутболка	11	False	термофутболка	1	1
195530	16	False	195530	1	1
Private Moments	9	False	Private Moments	6	6
валентин юдашкин	15	True	valentin юдашкин	0	0
gkfcnshb	2	True	пластыри	0	0
3234	138	False	3234	0	0
aurora	4	False	aurora	0	0
leto	11	False	leto	1	1
600254	32	False	600254	1	1
спейсер	23	False	спейсер	3	3
194027	5	False	194027	0	0
192851	31	False	192851	1	1
4581	70	False	4581	0	0
Бальзам для губ	332	False	Бальзам для губ	16	16
botanika шампунь	2	True	botanica шампунь	0	0
8470	7	False	8470	0	0
195005	26	False	195005	1	1
117m2801	25	False	117m2801	4	4
гладкость	2	False	гладкость	4	4
87435575	1	False	87435575	0	0
Тримме	1	False	Тримме	0	0
8374	85	False	8374	0	0
Кофе	25	False	Кофе	18	18
157W3222	11	False	157W3222	1	1
Набор ver	1	True	набор vera	19	0
для шеи	41	False	для шеи	11	11
2439	146	False	2439	1	1
полоска	42	False	полоска	6	6
для бокалов	1	False	для бокалов	0	0
9626	221	False	9626	0	0
Трикотажная блузка	6	False	Трикотажная блузка	10	10
59499	24	False	59499	0	0
ST125	41	False	ST125	0	0
прайс лист	35	False	прайс лист	0	0
1089	545	False	1089	1	1
2993	166	False	2993	1	1
5999	10	False	5999	0	0
пудра-бронзер	8	False	пудра-бронзер	0	0
9438	46	False	9438	0	0
Иоланта	2	False	Иоланта	0	0
1117G3501	4	False	1117G3501	0	0
2000	75	False	2000	1	1
blur	63	False	blur	1	1
314400	20	False	314400	1	1
193705	4	False	193705	0	0
15377	223	False	15377	0	0
18024	56	False	18024	0	0
83303	5	False	83303	0	0
8809	2	False	8809	0	0
Термогель	4	False	Термогель	0	0
восстанавливающий к	4	False	восстанавливающий к	7	7
81826	2	False	81826	0	0
40152	7	False	40152	1	1
6272	189	False	6272	0	0
194410	3	False	194410	0	0
147W4101	36	False	147W4101	2	2
192520	14	False	192520	1	1
малина	68	False	малина	11	11
кайал	81	False	кайал	1	1
крем для глаз	24	False	крем для глаз	0	0
КУПОНЫ	4	False	КУПОНЫ	0	0
Крем блур	2	True	крем blur	0	0
148013	20	False	148013	0	0
феромонами	1	False	феромонами	0	0
08662	2	False	08662	0	0
солнечный пес	10	False	солнечный пес	2	2
78068	12	False	78068	0	0
44081	48	False	44081	0	0
110318	1	False	110318	0	0
11682	13	False	11682	0	0
3050	173	False	3050	0	0
195333	10	False	195333	1	1
11700	155	False	11700	0	0
884741	14	False	884741	1	1
195776	45	False	195776	1	1
водолазка HC010	3	False	водолазка HC010	0	0
600019	14	False	600019	0	0
84306	32	False	84306	1	1
для духовок и плит	23	False	для духовок и плит	0	0
Vent d'Aventures	56	False	Vent d'Aventures	7	7
Ароматизатор	47	False	Ароматизатор	7	7
8614	298	False	8614	0	0
ВВ крем	11	False	ВВ крем	14	14
83676	1	False	83676	1	1
men	33	False	men	11	11
9621	22	False	9621	0	0
майка на узких брет	9	False	майка на узких брет	3	3
193975	13	False	193975	1	1
2386	40	False	2386	0	0
маска для лица	349	False	маска для лица	19	19
188w4103	5	False	188w4103	1	1
paige	2	False	paige	1	1
BW351	42	False	BW351	1	1
7435	84	False	7435	0	0
4615	24	False	4615	0	0
457047	3	False	457047	1	1
Термофутболка	10	False	Термофутболка	1	1
после	1	False	после	9	9
15104	13	False	15104	0	0
зонт	67	False	зонт	3	3
158w4102	82	False	158w4102	0	0
Чулки	56	False	Чулки	2	2
192038	54	False	192038	0	0
сумка	574	False	сумка	16	16
193222	20	False	193222	0	0
5331 - 5449	3	False	5331 - 5449	0	0
158w2901	77	False	158w2901	1	1
77351	6	False	77351	0	0
520654	3	False	520654	0	0
гел для умывания	2	True	гель для умывания	6	3
бюстгальтер claudet	1	False	бюстгальтер claudet	1	1
Капсулы	12	False	Капсулы	0	0
5027	1	False	5027	0	0
8553	81	False	8553	0	0
127M3203	39	False	127M3203	1	1
Мои адрес+ доставки	3	False	Мои адрес+ доставки	0	0
парфюмерные воды дл	4	True	парфюмерной воды для	0	20
018W2904	7	False	018W2904	0	0
654704	22	False	654704	1	1
183	7	False	183	11	11
11374	117	False	11374	1	1
1879	15	False	1879	0	0
штрудель	27	False	штрудель	5	5
массажная	29	False	массажная	2	2
масло для кутикулы	14	False	масло для кутикулы	0	0
Каталог 18/2018	3	False	Каталог 18/2018	0	0
1063	68	False	1063	0	0
Maria way	11	False	Maria way	0	0
11483	69	False	11483	0	0
191887	11	False	191887	1	1
ls401	4	False	ls401	1	1
8641	11	False	8641	0	0
Помощь	6	False	Помощь	0	0
для маленьких	1	False	для маленьких	0	0
0718	168	False	0718	1	1
Стоимость доставки	4	False	Стоимость доставки	0	0
перчатки	544	False	перчатки	18	18
52227	6	False	52227	0	0
500000	20	False	500000	1	1
4669	53	False	4669	1	1
40087	381	False	40087	1	1
Фруктовые истории	1	False	Фруктовые истории	0	0
Колготки 120den	1	True	колготки 120 den	0	18
11236	98	False	11236	0	0
Прайс лист	17	False	Прайс лист	0	0
195496	21	False	195496	1	1
11070	90	False	11070	0	0
890881	1	False	890881	0	0
6149	402	False	6149	0	0
станок бритв	1	False	станок бритв	0	0
146w5225	1	False	146w5225	0	0
5616	116	False	5616	0	0
11403	138	False	11403	0	0
beautybox	24	False	beautybox	1	1
8850	302	False	8850	0	0
sl 201	4	False	sl 201	11	11
501034	5	False	501034	1	1
дева	7	False	дева	1	1
Пилка	84	False	Пилка	1	1
6127	178	False	6127	1	1
топ спортивный	11	False	топ спортивный	4	4
детский порошок	5	False	детский порошок	0	0
bp373	7	False	bp373	1	1
sb004	29	False	sb004	2	2
3251	173	False	3251	0	0
722715	1	False	722715	0	0
Палета	85	False	Палета	7	7
0338	3	False	0338	0	0
088W2601	32	False	088W2601	0	0
44042	90	False	44042	1	1
2981	143	False	2981	1	1
стаканы	6	False	стаканы	0	0
044	1	False	044	11	11
192914	23	False	192914	1	1
11097	182	False	11097	1	1
11356	92	False	11356	1	1
7307	3	False	7307	0	0
562	1	False	562	11	11
195315	20	False	195315	1	1
Термо Бельё Т	1	False	Термо Бельё Т	0	0
Заказ последний й	2	False	Заказ последний й	0	0
1245	7	False	1245	0	0
Marseille	9	False	Marseille	8	8
жидкость для посуды	10	False	жидкость для посуды	0	0
41023	91	False	41023	0	0
195377	16	False	195377	0	0
конжаковый спонж	14	False	конжаковый спонж	0	0
брюки из футера	23	False	брюки из футера	0	0
11509	7	False	11509	1	1
194373	5	False	194373	0	0
4585	275	False	4585	1	1
9644	185	False	9644	1	1
cs001	31	False	cs001	1	1
520072	5	False	520072	0	0
86909	8	False	86909	1	1
аромания	26	False	аромания	0	0
5666	86	False	5666	0	0
Бальзамы для волос	3	False	Бальзамы для волос	0	0
крема солнце защитн	4	True	крема солнце защитный	0	0
Hw119	16	False	Hw119	0	0
11192для посуды	1	False	11192для посуды	0	0
ST233	66	False	ST233	0	0
884645	4	False	884645	1	1
Колготки детские	85	False	Колготки детские	17	17
expert	165	False	expert	19	19
ЮБКИ	2	False	ЮБКИ	0	0
884798	26	False	884798	0	0
Favorite	45	False	Favorite	2	2
214743	5	False	214743	1	1
Серьги	125	False	Серьги	18	18
86660	3	False	86660	1	1
88137	17	False	88137	1	1
146G1201	42	False	146G1201	1	1
7185	22	False	7185	1	1
4625	137	False	4625	1	1
9777	100	False	9777	1	1
146G3201	49	False	146G3201	1	1
600288	13	False	600288	1	1
41056	25	False	41056	0	0
8113	213	False	8113	0	0
Рубиновая баркарола	5	False	Рубиновая баркарола	1	1
ghj,ybrb	5	True	пробники	0	0
sos	53	False	sos	11	11
Лоферы	12	False	Лоферы	1	1
ST606	72	False	ST606	1	1
195417	41	False	195417	0	0
9913	1	False	9913	1	1
nina ricci luna	1	False	nina ricci luna	0	0
МЫЛО	55	False	МЫЛО	19	19
194864	17	False	194864	0	0
Антитаб	1	False	Антитаб	1	1
8778	81	False	8778	0	0
Для ресниц	26	False	Для ресниц	12	12
5158	54	False	5158	0	0
Гулжамал	1	False	Гулжамал	0	0
8144	120	False	8144	0	0
2986	105	False	2986	1	1
Тапки	70	True	тапочки	7	6
5 в 1	5	False	5 в 1	11	11
40104	41	False	40104	1	1
Концентрат	46	False	Концентрат	18	18
Mega-up	2	False	Mega-up	0	0
127W2101	28	False	127W2101	1	1
146w4105	13	False	146w4105	1	1
42101	2	False	42101	0	0
884612	13	False	884612	0	0
4962	1	False	4962	0	0
195197	1	False	195197	1	1
Крем эксперт	2	True	крем expert	0	0
кислородная пенка	3	False	кислородная пенка	0	0
угги	31	False	угги	2	2
41018	3	False	41018	0	0
ПОМАДЫ ПОЛУМАТОВЫЕ	1	False	ПОМАДЫ ПОЛУМАТОВЫЕ	0	0
2374	269	False	2374	0	0
Топ со встроенным	19	False	Топ со встроенным	15	15
женские платья	6	False	женские платья	0	0
сиден	3	True	сиденье	1	0
Коктель	15	True	коктейль	0	7
0798	3	False	0798	0	0
59746194810	1	False	59746194810	0	0
83712	14	False	83712	1	1
521156	5	False	521156	1	1
sd104	18	False	sd104	1	1
11073	22	False	11073	0	0
si403	27	False	si403	1	1
41045	13	False	41045	0	0
мокрых	1	False	мокрых	0	0
fruiti story	3	True	fruity story	0	1
75B	17	False	75B	11	11
43054	21	False	43054	0	0
Обувь	186	False	Обувь	0	0
сыврпротка	1	False	сыврпротка	0	0
117G2904	34	False	117G2904	4	4
453707	3	False	453707	0	0
146W3202	78	False	146W3202	0	0
от загарара	1	True	от загара	0	0
5466	167	False	5466	1	1
orangerie	71	False	orangerie	18	18
средсто	2	True	средство	0	18
9653	55	False	9653	0	0
48970	3	False	48970	0	0
8911	22	False	8911	0	0
Chronology	2	False	Chronology	0	0
192132	4	False	192132	0	0
крем для рук вишнев	1	True	крем для рук вишневый	1	0
600322	9	False	600322	1	1
11B2902	1	False	11B2902	0	0
7263	39	False	7263	1	1
Модельер	5	False	Модельер	2	2
2982	55	False	2982	1	1
CB001	1	False	CB001	1	1
Порошки	32	False	Порошки	0	0
promoakcia	2	False	promoakcia	0	0
193873	52	False	193873	1	1
195241	8	False	195241	1	1
40079	106	False	40079	1	1
oxiology	35	False	oxiology	20	20
Чайник	32	False	Чайник	2	2
ликвидация одежды	6	False	ликвидация одежды	0	0
2247	99	False	2247	0	0
парф	3	True	parfum	20	2
8464	128	False	8464	0	0
SSM005	29	False	SSM005	0	0
Бонусы карточки	1	False	Бонусы карточки	0	0
BP114	6	False	BP114	1	1
5691	45	False	5691	0	0
Спонж	154	False	Спонж	4	4
7105	1	False	7105	0	0
8230	79	False	8230	0	0
набор манго	3	True	набор mango	0	0
Жидкое м	1	False	Жидкое м	13	13
мезо ролик	1	False	мезо ролик	0	0
0805	126	False	0805	0	0
бюстгалтер вера	1	True	бюстгальтер vera	0	0
2089	7	False	2089	0	0
Клатч	56	False	Клатч	0	0
11610	19	False	11610	1	1
195003	3	False	195003	1	1
био	16	False	био	11	11
Крема	28	False	Крема	3	3
st601	78	False	st601	1	1
83657	12	False	83657	1	1
11040	214	False	11040	0	0
600342	9	False	600342	0	0
800314	2	False	800314	1	1
HW118	124	False	HW118	0	0
82823	8	False	82823	1	1
