probability	fixed_query	eng_words	generated_translit
20	BB КРЕМ ДЛЯ ЛИЦА SILKY PORE CONTROL BB CREAM 70МЛ	tov camellia	тов кеймеллиа
40	Питательный тоник с экстрактом льна The Saem Urban Eco Harakeke Fresh Tone	it s	ит с
36	шампунь для вьющихся волос	la miso	ля мисо
36	шампунь для вьющихся волос	daeng gi meo	даенг джи мео
10	time revolution the first treatment essence	the history of whoo	зе хистори оф хуо
10	time revolution the first treatment essence	the history of whoo	те хистори оф вхо
10	time revolution the first treatment essence	daeng gi meo ri	даенг ги мео ри
14	Innisfree Daily UV protection cream mild SPF 35	3w clinic	3в cлиниc
50	Для глаз	la soyul	ла соиул
46	Пилинг скатка в дисках	holika holika	холика холика
44	gosh консиллер	kose	косе
44	сухие хлопковый салфетки	kumano cosmetics	кумейно косметикс
44	сухие хлопковый салфетки	hello beauty	хелло беаути
20	9022-1	it s	ит с
20	8947	skin79	скин79
13	missa time revolution	it s skin	ит с скин
13	missa time revolution	it s skin	ит эс скин
13	missa time revolution	let me skin	лет м скин
46	Крем для лица с spf	la miso	ля мисо
20	4918	skin79	скин79
40	Мист для волос с аминокислотами	it s skin	ит с скин
40	Мист для волос с аминокислотами	it s	ит с
53	Пилинг скраб	pelican	пеликан
33	TONY MOLY БРОВИ	gi meo ri	ги мео ри
41	вв крем для проблемной кожи	cellnco	келлнко
41	вв крем для проблемной кожи	kumano cosmetics	кумейно косметикс
48	Универсальный гель	cell burner	cелл бурнер
62	Пилинги	lindsay	линдси
62	Пилинги	clinic	клиник
62	Пилинги	clinic	цлиниц
62	Скрабики	republic	репаблик
62	Скрабики	skineye	скини
18	tightening pack	cj lion	cж лион
18	tightening pack	cj lion	cй лион
29	компактная пудра missha signature dramatic two-way pact [арт 1336] - цвет: 2 [№23] натурально-б..	b soap	б соап
40	Пудра limoni	puorella	пуорелла
20	7180	skin79	скин79
39	масло для лица антивозрастное	tov camellia	тов cамеллиа
11	[JMsolution] Glow	it s	ит с
12	tint peripera	it s	ит с
20	6192	skin79	скин79
16	Farmstay hand cream	village 11 factory	виллаге 11 фаcтори
20	9537	skin79	скин79
0	Nesura	naris	нейрис
0	Nesura	naris	нарис
0	Nesura	wish	виш
0	syoss	naris	нейрис
0	syoss	naris	нарис
0	syoss	wish	виш
46	тканевая маска для лица	tov camellia	тов cамеллиа
15	MOMENTIQUE GEL LINER DEEP	daeng gi meo ri	даенг ги мео ри
15	MOMENTIQUE GEL LINER DEEP	daeng gi meo ri	даенг джи мео ри
42	крем с гиалуроновой кислотой	history of whoo	хистори оф вхоо
50	Маска йога	royal skin	ройал скин
57	очистка пор	history of	хистори оф
43	полоски против черных	the skin	те скин
53	мягкий пиллинг	mijin	мийин
48	Аппарат для маникюра	shara shara	шара шара
44	ночная маска для губ	la miso	ля мисо
44	ночная маска для губ	de man	де маан
43	Увлажняющий флюид	village	вилидж
19	tony moly bio ex cell	the face shop	те фаcе шоп
0	886	naris	нейрис
0	886	naris	нарис
0	886	wish	виш
38	крем для лица от жирного блеска	the history of whoo	зе хистори оф хуо
38	крем для лица от жирного блеска	lion kodomo	лион кодомо
38	крем для лица от жирного блеска	daeng gi meo ri	даенг джи мео ри
35	увлажняющая lifting маска для лица	village 11 factory	вилладж 11 фактори
53	крем с спф	grace foot	грейс фут
20	7166	skin79	скин79
41	Крем для лица с эффектом сияния	village 11 factory	вилладж 11 фактори
41	Крем для лица с эффектом сияния	tov camellia	тов кеймеллиа
37	эссенция для лица большой объем	cj lion	сиджей лайон
41	сменный блок для кушона	cj lion	сиджей лион
41	сменный блок для кушона	cell burner	селл бурнер
13	etude house moistfull	it s skin	ит с скин
13	etude house moistfull	it s skin	ит эс скин
13	etude house moistfull	let me skin	лет м скин
38	эмульсия collagen	elisha coy	элиша cой
42	Питательная маска для кожи век	daeng gi meo	даенг джи мео
42	Питательная маска для кожи век	the orchid skin	зе орчид скин
50	для похудения	proud mary	проуд мейри
17	ecotools	face	фаcе
39	Гиалуроновая кислота 100%	la miso	ла мисо
39	Гиалуроновая кислота 100%	la miso	ля мисо
39	Гиалуроновая кислота 100%	lunaris	лунарис
56	набор спонжей	cj lion	сиджей лайон
17	Snail hydro gel eye patch	the face shop	те фаcе шоп
42	гель для умывания лица	flor de man	флор де ман
48	мочалка для тела	holika holika	холика холика
50	распылитель	graymelin	граимелин
50	распылитель	a'pieu	апиеу
50	распылитель	blithe	блите
13	Bergamo Moselle Whitening Ex Whitening Cream	the face shop	те фаcе шоп
39	Средство против угрей и прищей	proud mary	проуд мейри
10	[MISSHA] M Perfect Cover BB Cream (Line Friends Edition) - 50 мл (SPF42 PA +++)	kumano cosmetics	кумано cосметиcс
10	[MISSHA] M Perfect Cover BB Cream (Line Friends Edition) - 50 мл (SPF42 PA +++)	mijin cosmetics	мийин cосметиcс
63	Крем банан	banila co	банила ко
13	VIVIEN SABO	it s	ит с
0	Zero	naris	нейрис
0	Zero	naris	нарис
0	Zero	wish	виш
17	mizon snail cream	village 11 factory	виллаге 11 фаcтори
17	mizon snail cream	cj lion	cж лион
17	mizon snail cream	cj lion	cй лион
44	Умывалка с ацеролой	la soyul	ла соиул
20	9072	skin79	скин79
12	the saem dewy love hydrating cream	the history of whoo	зе хистори оф хуо
12	the saem dewy love hydrating cream	the history of whoo	те хистори оф вхо
12	the saem dewy love hydrating cream	daeng gi meo ri	даенг ги мео ри
17	etude house sun prise	daeng gi meo ri	даенг ги мео ри
40	паровой с МОЛОКОМ ослицИ	lion kodomo	лион кодомо
40	паровой с МОЛОКОМ ослицИ	it s	ит с
19	limoni all in one	daeng gi meo ri	даенг ги мео ри
15	6305	3w clinic	3в клиник
15	6305	3w clinic	3в cлиниc
48	конняку спонж	coringco	корингко
15	skin house peeling	it s skin	ит с скин
15	skin house peeling	gi meo ri	ги мео ри
15	skin house peeling	it’s skin	ит’с скин
55	керасус шампунь	kerasys	керасис
0	2642	naris	нейрис
0	2642	naris	нарис
0	2642	wish	виш
11	Etude House Soon Jung pH 6.5 Whip Cleanser	daeng gi meo ri	даенг ги мео ри
11	Etude House Soon Jung pH 6.5 Whip Cleanser	the face shop	те фаcе шоп
14	Mizon Collagen power lifting	daeng gi meo ri	даенг ги мео ри
14	Mizon Collagen power lifting	daeng gi meo ri	даенг джи мео ри
0	HERA	naris	нейрис
0	HERA	naris	нарис
0	HERA	wish	виш
14	Shea Butter Perfumed Hand Cream	the face shop	те фаcе шоп
41	плацентарная сыворотка	ipkn newyork	ипкн невиорк
31	The Skin House Крем для лица Ферментированный, 50 мл	tov camellia	тов кеймеллиа
20	1245-6	it s	ит с
40	mask животное	of whoo	оф вхоо
40	mask животное	cj lion	cж лион
40	mask животное	cj lion	cй лион
40	mask животное	de man	де моне
15	Ampoule Solution Black Snail	the face shop	те фаcе шоп
47	сыворотка с витамином с	it s skin	ит с скин
47	сыворотка с витамином с	it’s skin	ит’с скин
50	Био ойл	royal	ройял
50	Био ойл	royal	ройал
50	Био ойл	elisha coy	элиша cой
50	Био ойл	banila co	банила ко
0	Iope	naris	нейрис
0	Iope	naris	нарис
0	Iope	wish	виш
15	shea butter ultra steam cream	the face shop	те фаcе шоп
37	Secret key масло	flor de man	флор де ман
21	Aloe cream	banila co	банила cо
21	Aloe cream	3w clinic	3в cлиниc
21	Aloe cream	elisha coy	элиша cой
41	тканевые маски для лица с животными	it s skin	ит с скин
41	тканевые маски для лица с животными	it’s skin	ит’с скин
38	шампунь для глубокого очищения	sungbo cleamy	сунгбо клими
0	meishoku	naris	нейрис
0	meishoku	naris	нарис
0	meishoku	wish	виш
22	Banila Co	3w clinic	3в cлиниc
50	эссенция time	en scene	эн ссен
0	Primers	naris	нейрис
0	Primers	naris	нарис
0	Primers	wish	виш
15	Glow master prime	it s skin	ит с скин
15	Glow master prime	it s skin	ит эс скин
15	Glow master prime	let me skin	лет м скин
17	syn ake limoni	it s skin	ит с скин
17	syn ake limoni	it s skin	ит эс скин
17	syn ake limoni	let me skin	лет м скин
21	Corsa holika	cj lion	cж лион
21	Corsa holika	cj lion	cй лион
50	Химический пилинг	cj lion	сиджей лион
50	Химический пилинг	me skin	ми скин
50	Химический пилинг	me skin	ме скин
50	Химический пилинг	let me skin	лет ме скин
40	Антивозрастной шампунь с женьшенем Deoproce Whee Hyang Shampoo [арт 5841]	it s	ит с
43	Уход за кудрявыми волосами	kumano cosmetics	кумано cосметиcс
